start,stop,description,location,name_surname,activity,course_desc,location_id,prof_id,group_id,course_id,comment,URL
2019-09-10T09:15:00+00:00,2019-09-10T09:45:00+00:00,"Zagovor diplome: Ziegler Eva - - Mentor: Miha Marič/FOV, somentor: Goran Vukovič/FOV-UNI-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-27T14:15:00+00:00,2024-11-27T16:45:00+00:00,V-Uvod v poslovno načrtovanje-2. skupina-VS-Redni,306,Miha Maric,V,Uvod v poslovno načrtovanje,,,,,,
2024-11-08T08:00:00+00:00,2024-11-08T10:30:00+00:00,V-Uvod v poslovno načrtovanje-1. skupina-VS-Redni,306,Miha Maric,V,Uvod v poslovno načrtovanje,,,,,,
2024-11-13T14:15:00+00:00,2024-11-13T16:45:00+00:00,e-V-Uvod v poslovno načrtovanje-2. skupina-VS-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovno načrtovanje,,,,,,
2023-10-18T10:30:00+00:00,2023-10-18T11:00:00+00:00,"Zagovor diplome: Borec Eva - - Mentor: Marjeta Marolt/FOV, somentor: Miha Marič/FOV-VS-Izredni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2023-10-05T13:15:00+00:00,2023-10-05T13:45:00+00:00,"Zagovor magisterija: Minov Nina - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2022-11-08T10:30:00+00:00,2022-11-08T11:00:00+00:00,"Zagovor magisterija: Jeras Petra - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-05T14:15:00+00:00,2024-11-05T16:45:00+00:00,V-Uvod v poslovodenje in računovodstvo-1. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-05-15T10:30:00+00:00,2024-05-15T11:00:00+00:00,"Zagovor diplome: đarman Julija Delfina - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2019-12-20T10:00:00+00:00,2019-12-20T10:30:00+00:00,"Zagovor diplome: Slavič Matevž - - Mentor: Goran Vukovič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2022-10-13T13:15:00+00:00,2022-10-13T13:45:00+00:00,"Zagovor magisterija: Fink Nives - - Mentor: Goran Vukovič/FOV, somentor: Janja Jerebic-MAG-Izredni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-18T08:00:00+00:00,2024-10-18T10:30:00+00:00,V-Uvod v poslovno načrtovanje-1. skupina-VS-Redni,306,Miha Maric,V,Uvod v poslovno načrtovanje,,,,,,
2024-10-25T17:00:00+00:00,2024-10-25T19:30:00+00:00,e-V-Uvod v poslovodenje in računovodstvo-2. skupina-UNI-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovodenje in računovodstvo,,,,,,
2023-10-18T11:30:00+00:00,2023-10-18T12:00:00+00:00,"Zagovor diplome: Grobovšek Lara - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-04T17:00:00+00:00,2024-11-04T19:30:00+00:00,V-Uvod v poslovodenje in računovodstvo-2. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-09-24T11:00:00+00:00,2024-09-24T11:30:00+00:00,"Zagovor magisterija: Stoyanovich Anastasiya Nikolaeva - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-05T17:00:00+00:00,2024-11-05T19:30:00+00:00,V-Uvod v poslovodenje in računovodstvo-2. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2023-07-13T11:00:00+00:00,2023-07-13T11:30:00+00:00,"Zagovor magisterija: Bohak Eva - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2019-09-10T08:30:00+00:00,2019-09-10T09:00:00+00:00,"Zagovor diplome: Rupnik David - - Mentor: Marko Urh/FOV, somentor: Benjamin Urh/FOV-VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2025-01-20T10:45:00+00:00,2025-01-20T13:15:00+00:00,V-Metodologija usposabljanja kadrov-UNI-Redni,303,Miha Maric,V,Metodologija usposabljanja kadrov,,,,,,
2024-10-21T08:00:00+00:00,2024-10-21T10:30:00+00:00,e-V-Uvod v poslovno načrtovanje-1. skupina-VS-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovno načrtovanje,,,,,,
2023-03-01T12:00:00+00:00,2023-03-01T12:30:00+00:00,"Zagovor magisterija: Hudobivnik Jure - - Mentor: , somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-08T14:15:00+00:00,2024-10-08T16:45:00+00:00,Konzultacije-Uvod v poslovodenje in računovodstvo - Pred.(tuji študenti)-UNI-Redni,302,Miha Maric,Konzultacije *  Pre,Uvod v poslovodenje in računovodstvo -,,,,,,
2024-11-04T08:00:00+00:00,2024-11-04T10:30:00+00:00,V-Uvod v poslovno načrtovanje-1. skupina-VS-Redni,306,Miha Maric,V,Uvod v poslovno načrtovanje,,,,,,
2024-10-21T14:15:00+00:00,2024-10-21T16:45:00+00:00,V-Uvod v poslovodenje in računovodstvo-1. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-03-18T09:30:00+00:00,2024-03-18T10:00:00+00:00,"Zagovor diplome: Zdravković Stanko - - Mentor: Miha Marič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-14T08:00:00+00:00,2024-10-14T10:30:00+00:00,e-P-Uvod v poslovno načrtovanje-VS-Redni,E-učilnica,Miha Maric,e-P,Uvod v poslovno načrtovanje,,,,,,
2024-10-14T14:15:00+00:00,2024-10-14T16:45:00+00:00,e-P-Uvod v poslovodenje in računovodstvo-UNI-Redni,E-učilnica,Miha Maric,e-P,Uvod v poslovodenje in računovodstvo,,,,,,
2019-12-17T10:35:00+00:00,2019-12-17T11:05:00+00:00,"Zagovor magisterija: Jug Nina - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2019-10-09T10:30:00+00:00,2019-10-09T11:00:00+00:00,"Zagovor magisterija: Muhič Luka - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2023-09-08T09:30:00+00:00,2023-09-08T10:00:00+00:00,"Zagovor magisterija: Senčur Jona - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-15T14:15:00+00:00,2024-11-15T16:45:00+00:00,e-V-Uvod v poslovno načrtovanje-2. skupina-VS-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovno načrtovanje,,,,,,
2024-10-23T14:15:00+00:00,2024-10-23T16:45:00+00:00,e-V-Uvod v poslovodenje in računovodstvo-1. skupina-UNI-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-09-24T10:30:00+00:00,2024-09-24T11:00:00+00:00,"Zagovor diplome: Micova Jelena - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-21T17:00:00+00:00,2024-10-21T19:30:00+00:00,V-Uvod v poslovodenje in računovodstvo-2. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-11T14:15:00+00:00,2024-10-11T16:45:00+00:00,P-Uvod v poslovodenje in računovodstvo-UNI-Redni,301,Miha Maric,P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-12-17T09:45:00+00:00,2024-12-17T10:30:00+00:00,P-Družinsko podjetništvo-UNI-Redni,005,Miha Maric,P,Družinsko podjetništvo,,,,,,
2024-12-11T08:00:00+00:00,2024-12-11T10:30:00+00:00,e-P-Družinsko podjetništvo-UNI-Redni,E-učilnica,Miha Maric,e-P,Družinsko podjetništvo,,,,,,
2023-05-23T10:30:00+00:00,2023-05-23T10:30:00+00:00,"Zagovor magisterija: đušin Lea - - Mentor: Goran Vukovič/FOV, somentor: Janja Jerebic-MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2025-01-09T10:45:00+00:00,2025-01-09T13:15:00+00:00,e-V-Metodologija usposabljanja kadrov-UNI-Redni,E-učilnica,Miha Maric,e-V,Metodologija usposabljanja kadrov,,,,,,
2020-05-27T10:30:00+00:00,2020-05-27T11:00:00+00:00,"Zagovor magisterija: đuk Tamara - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",Nerazporejeno,Miha Maric,Zagovor,Zagovor,,,,,,
2024-05-08T10:30:00+00:00,2024-05-08T11:00:00+00:00,"Zagovor magisterija: Boltez Petra - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-06T14:15:00+00:00,2024-11-06T16:45:00+00:00,V-Uvod v poslovodenje in računovodstvo-1. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2023-09-08T10:40:00+00:00,2023-09-08T11:10:00+00:00,"Zagovor diplome: Tavčar Maj - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-23T08:00:00+00:00,2024-10-23T10:30:00+00:00,e-V-Uvod v poslovno načrtovanje-1. skupina-VS-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovno načrtovanje,,,,,,
2023-09-08T10:00:00+00:00,2023-09-08T10:20:00+00:00,"Zagovor diplome: Rutar Tjaša - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-22T14:15:00+00:00,2024-10-22T16:45:00+00:00,e-V-Uvod v poslovodenje in računovodstvo-1. skupina-UNI-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-24T17:00:00+00:00,2024-10-24T19:30:00+00:00,e-V-Uvod v poslovodenje in računovodstvo-2. skupina-UNI-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-18T14:15:00+00:00,2024-10-18T16:45:00+00:00,Konzultacije-Uvod v poslovodenje in računovodstvo - Vaje(tuji študenti)-UNI-Redni,302,Miha Maric,Konzultacije *  Vaj,Uvod v poslovodenje in računovodstvo -,,,,,,
2024-12-13T08:00:00+00:00,2024-12-13T10:30:00+00:00,e-P-Družinsko podjetništvo-UNI-Redni,E-učilnica,Miha Maric,e-P,Družinsko podjetništvo,,,,,,
2019-09-10T09:00:00+00:00,2019-09-10T09:30:00+00:00,"Zagovor magisterija: Ramuš Jelena - - Mentor: Goran Vukovič/FOV, somentor: Miha Marič/FOV-MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2019-09-10T09:00:00+00:00,2019-09-10T09:30:00+00:00,"Zagovor magisterija: Ramuš Jelena - - Mentor: Goran Vukovič/FOV, somentor: Miha Marič/FOV-MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-04T14:15:00+00:00,2024-11-04T16:45:00+00:00,V-Uvod v poslovodenje in računovodstvo-1. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2022-06-15T09:00:00+00:00,2022-06-15T09:30:00+00:00,"Zagovor diplome: Civić Aila - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-05-15T10:30:00+00:00,2024-05-15T11:30:00+00:00,"Zagovor diplome: Cafuta Maja - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-10T08:00:00+00:00,2024-10-10T10:30:00+00:00,P-Uvod v poslovno načrtovanje-VS-Redni,306,Miha Maric,P,Uvod v poslovno načrtovanje,,,,,,
2023-09-08T10:20:00+00:00,2023-09-08T10:40:00+00:00,"Zagovor diplome: Kovačević Aleksandra - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2022-12-20T12:30:00+00:00,2022-12-20T13:00:00+00:00,"Zagovor diplome: Vukota Mateja - - Mentor: Miha Marič/FOV, somentor: Dušan Mežnar-UNI-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-16T08:00:00+00:00,2024-10-16T10:30:00+00:00,e-P-Uvod v poslovno načrtovanje-VS-Redni,E-učilnica,Miha Maric,e-P,Uvod v poslovno načrtovanje,,,,,,
2025-01-08T10:45:00+00:00,2025-01-08T13:15:00+00:00,e-V-Metodologija usposabljanja kadrov-UNI-Redni,E-učilnica,Miha Maric,e-V,Metodologija usposabljanja kadrov,,,,,,
2024-11-07T14:15:00+00:00,2024-11-07T16:45:00+00:00,V-Uvod v poslovodenje in računovodstvo-1. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-11-06T17:00:00+00:00,2024-11-06T19:30:00+00:00,V-Uvod v poslovodenje in računovodstvo-2. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-17T08:00:00+00:00,2024-10-17T10:30:00+00:00,P-Uvod v poslovno načrtovanje-VS-Redni,306,Miha Maric,P,Uvod v poslovno načrtovanje,,,,,,
2022-06-22T09:00:00+00:00,2022-06-22T09:30:00+00:00,"Zagovor diplome: Nikolaeva Stoyanovich Anastasiya - - Mentor: Miha Marič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2019-10-16T09:30:00+00:00,2019-10-16T10:00:00+00:00,"Zagovor magisterija: Božič Sara - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2019-09-10T09:30:00+00:00,2019-09-10T10:00:00+00:00,"Zagovor diplome: Ramčilović Emina - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2022-06-15T09:30:00+00:00,2022-06-15T10:00:00+00:00,"Zagovor diplome: Stokić Maja - - Mentor: Mojca Bernik/FOV, somentor: Jasmina Žnidaršič/FOV-VS-Izredni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-14T14:15:00+00:00,2024-11-14T16:45:00+00:00,e-V-Uvod v poslovno načrtovanje-2. skupina-VS-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovno načrtovanje,,,,,,
2024-11-06T08:00:00+00:00,2024-11-06T10:30:00+00:00,V-Uvod v poslovno načrtovanje-1. skupina-VS-Redni,306,Miha Maric,V,Uvod v poslovno načrtovanje,,,,,,
2023-11-22T13:15:00+00:00,2023-11-22T13:45:00+00:00,"Zagovor diplome: Fic Tanja - - Mentor: Miha Marič/FOV, somentor: -VS-Izredni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-09T08:00:00+00:00,2024-10-09T10:30:00+00:00,P-Uvod v poslovno načrtovanje-VS-Redni,306,Miha Maric,P,Uvod v poslovno načrtovanje,,,,,,
2024-04-03T13:20:00+00:00,2024-04-03T13:50:00+00:00,"Zagovor magisterija: Ziegler Eva - - Mentor: Miha Marič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-09-13T08:00:00+00:00,2024-09-13T08:30:00+00:00,"Zagovor diplome: Momčilov Kristina - - Mentor: Dušan Mežnar, somentor: Miha Marič/FOV-UNI-Redni",MS Teams,Miha Maric,Zagovor,Zagovor,,,,,,
2024-12-18T08:00:00+00:00,2024-12-18T10:30:00+00:00,V-Družinsko podjetništvo-UNI-Redni,306,Miha Maric,V,Družinsko podjetništvo,,,,,,
2024-11-07T17:00:00+00:00,2024-11-07T19:30:00+00:00,V-Uvod v poslovodenje in računovodstvo-2. skupina-UNI-Redni,301,Miha Maric,V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-15T14:15:00+00:00,2024-10-15T16:45:00+00:00,e-P-Uvod v poslovodenje in računovodstvo-UNI-Redni,E-učilnica,Miha Maric,e-P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-16T17:00:00+00:00,2024-10-16T19:30:00+00:00,e-P-Uvod v poslovodenje in računovodstvo-UNI-Redni,E-učilnica,Miha Maric,e-P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-11T08:00:00+00:00,2024-10-11T10:30:00+00:00,e-P-Uvod v poslovno načrtovanje-VS-Redni,E-učilnica,Miha Maric,e-P,Uvod v poslovno načrtovanje,,,,,,
2024-10-15T08:00:00+00:00,2024-10-15T10:30:00+00:00,P-Uvod v poslovno načrtovanje-VS-Redni,306,Miha Maric,P,Uvod v poslovno načrtovanje,,,,,,
2023-12-18T10:30:00+00:00,2023-12-18T11:00:00+00:00,"Zagovor diplome: Zmrzlikar Irena - - Mentor: Miha Marič/FOV, somentor: -VS-Izredni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2025-01-10T10:45:00+00:00,2025-01-10T13:15:00+00:00,e-V-Metodologija usposabljanja kadrov-UNI-Redni,E-učilnica,Miha Maric,e-V,Metodologija usposabljanja kadrov,,,,,,
2023-09-29T10:00:00+00:00,2023-09-29T10:30:00+00:00,"Zagovor magisterija: Arh Patrik - - Mentor: Robert Leskovar/FOV, somentor: -MAG-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-12-10T08:00:00+00:00,2024-12-10T10:30:00+00:00,P-Družinsko podjetništvo-UNI-Redni,005,Miha Maric,P,Družinsko podjetništvo,,,,,,
2024-10-17T14:15:00+00:00,2024-10-17T16:45:00+00:00,P-Uvod v poslovodenje in računovodstvo-UNI-Redni,301,Miha Maric,P,Uvod v poslovodenje in računovodstvo,,,,,,
2024-10-01T08:00:00+00:00,2024-10-01T10:30:00+00:00,P-Uvod v poslovno načrtovanje-VS-Redni,306,Miha Maric,P,Uvod v poslovno načrtovanje,,,,,,
2025-01-07T10:45:00+00:00,2025-01-07T13:15:00+00:00,V-Metodologija usposabljanja kadrov-UNI-Redni,303,Miha Maric,V,Metodologija usposabljanja kadrov,,,,,,
2024-06-19T09:15:00+00:00,2024-06-19T09:45:00+00:00,"Zagovor diplome: Brecelj Kaja - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-07T13:00:00+00:00,2024-11-07T13:30:00+00:00,"Zagovor diplome: Ingilizovska Iva - - Mentor: Goran Vukovič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-10-24T14:15:00+00:00,2024-10-24T16:45:00+00:00,e-V-Uvod v poslovodenje in računovodstvo-1. skupina-UNI-Redni,E-učilnica,Miha Maric,e-V,Uvod v poslovodenje in računovodstvo,,,,,,
2024-04-16T10:15:00+00:00,2024-04-16T10:45:00+00:00,"Zagovor diplome: Bodiroža Pia - - Mentor: Miha Marič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-11-26T14:15:00+00:00,2024-11-26T16:45:00+00:00,V-Uvod v poslovno načrtovanje-2. skupina-VS-Redni,306,Miha Maric,V,Uvod v poslovno načrtovanje,,,,,,
2019-10-09T10:45:00+00:00,2019-10-09T11:15:00+00:00,"Zagovor diplome: Dimic-Martinovič Ana - - Mentor: Miha Marič/FOV, somentor: -VS-Redni",707 Diplomska soba,Miha Maric,Zagovor,Zagovor,,,,,,
2024-12-19T08:00:00+00:00,2024-12-19T10:30:00+00:00,e-V-Družinsko podjetništvo-UNI-Redni,E-učilnica,Miha Maric,e-V,Družinsko podjetništvo,,,,,,
2024-11-25T14:15:00+00:00,2024-11-25T16:45:00+00:00,V-Uvod v poslovno načrtovanje-2. skupina-VS-Redni,306,Miha Maric,V,Uvod v poslovno načrtovanje,,,,,,
2024-11-05T08:00:00+00:00,2024-11-05T10:30:00+00:00,V-Uvod v poslovno načrtovanje-1. skupina-VS-Redni,306,Miha Maric,V,Uvod v poslovno načrtovanje,,,,,,
2024-10-22T17:00:00+00:00,2024-10-22T19:30:00+00:00,e-V-Fiziologija dela-MAG-Redni,E-učilnica,Tilen Medved,e-V,Fiziologija dela,,,,,,
2024-11-25T14:15:00+00:00,2024-11-25T16:45:00+00:00,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni,111,Tilen Medved,V,Osnove naravoslovja in tehnologije,,,,,,
2024-12-03T08:00:00+00:00,2024-12-03T10:30:00+00:00,V-Management proizvodnega sistema-VS-Redni,402,Tilen Medved,V,Management proizvodnega sistema,,,,,,
2024-11-25T17:00:00+00:00,2024-11-25T19:30:00+00:00,e-V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni,E-učilnica,Tilen Medved,e-V,Osnove naravoslovja in tehnologije,,,,,,
2025-01-22T08:00:00+00:00,2025-01-22T10:30:00+00:00,e-V-Design inženirskih sistemov-MAG-Redni,E-učilnica,Tilen Medved,e-V,Design inženirskih sistemov,,,,,,
2024-11-18T14:15:00+00:00,2024-11-18T16:45:00+00:00,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni,111,Tilen Medved,V,Osnove naravoslovja in tehnologije,,,,,,
2024-12-09T08:00:00+00:00,2024-12-09T10:30:00+00:00,e-V-Management proizvodnega sistema-VS-Redni,E-učilnica,Tilen Medved,e-V,Management proizvodnega sistema,,,,,,
2024-11-21T14:15:00+00:00,2024-11-21T16:45:00+00:00,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni,111,Tilen Medved,V,Osnove naravoslovja in tehnologije,,,,,,
2024-11-14T08:00:00+00:00,2024-11-14T10:30:00+00:00,V-Logistika in planiranje oskrbovalnih verig-UNI-Redni,403,Tilen Medved,V,Logistika in planiranje oskrbovalnih verig,,,,,,
2024-11-13T08:00:00+00:00,2024-11-13T10:30:00+00:00,V-Logistika in planiranje oskrbovalnih verig-UNI-Redni,403,Tilen Medved,V,Logistika in planiranje oskrbovalnih verig,,,,,,
2024-12-05T08:00:00+00:00,2024-12-05T10:30:00+00:00,V-Management proizvodnega sistema-VS-Redni,402,Tilen Medved,V,Management proizvodnega sistema,,,,,,
2024-10-23T08:00:00+00:00,2024-10-23T10:30:00+00:00,V-Fiziologija dela-MAG-Redni,411,Tilen Medved,V,Fiziologija dela,,,,,,
2024-10-10T17:00:00+00:00,2024-10-10T21:05:00+00:00,Konzultacije-Fiziologija dela - vaje-MAG-Izredni,MS Teams,Tilen Medved,Konzultacije *  vaj,Fiziologija dela -,,,,,,
2024-12-11T08:00:00+00:00,2024-12-11T10:30:00+00:00,V-Management proizvodnega sistema-VS-Redni,402,Tilen Medved,V,Management proizvodnega sistema,,,,,,
2024-10-22T14:15:00+00:00,2024-10-22T16:45:00+00:00,e-V-Logistika in planiranje oskrbovalnih verig-UNI-Redni,E-učilnica,Tilen Medved,e-V,Logistika in planiranje oskrbovalnih verig,,,,,,
2024-12-06T08:00:00+00:00,2024-12-06T10:30:00+00:00,e-V-Management proizvodnega sistema-VS-Redni,E-učilnica,Tilen Medved,e-V,Management proizvodnega sistema,,,,,,
2024-10-28T14:15:00+00:00,2024-10-28T16:45:00+00:00,V-Logistika in planiranje oskrbovalnih verig-UNI-Redni,403,Tilen Medved,V,Logistika in planiranje oskrbovalnih verig,,,,,,
2025-01-16T08:00:00+00:00,2025-01-16T10:30:00+00:00,V-Design inženirskih sistemov-MAG-Redni,411,Tilen Medved,V,Design inženirskih sistemov,,,,,,
2025-01-21T08:00:00+00:00,2025-01-21T10:30:00+00:00,e-V-Design inženirskih sistemov-MAG-Redni,E-učilnica,Tilen Medved,e-V,Design inženirskih sistemov,,,,,,
2024-10-21T08:00:00+00:00,2024-10-21T10:30:00+00:00,V-Fiziologija dela-MAG-Redni,403,Tilen Medved,V,Fiziologija dela,,,,,,
2025-01-20T08:00:00+00:00,2025-01-20T10:30:00+00:00,V-Design inženirskih sistemov-MAG-Redni,411,Tilen Medved,V,Design inženirskih sistemov,,,,,,
2024-11-20T14:15:00+00:00,2024-11-20T16:45:00+00:00,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni,111,Tilen Medved,V,Osnove naravoslovja in tehnologije,,,,,,
2024-11-29T10:45:00+00:00,2024-11-29T13:15:00+00:00,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni,111,Tilen Medved,V,Osnove naravoslovja in tehnologije,,,,,,
2024-10-25T17:00:00+00:00,2024-10-25T19:30:00+00:00,e-V-Fiziologija dela-MAG-Redni,E-učilnica,Tilen Medved,e-V,Fiziologija dela,,,,,,
2024-11-11T08:00:00+00:00,2024-11-11T10:30:00+00:00,e-V-Logistika in planiranje oskrbovalnih verig-UNI-Redni,E-učilnica,Tilen Medved,e-V,Logistika in planiranje oskrbovalnih verig,,,,,,
2024-11-22T14:15:00+00:00,2024-11-22T16:45:00+00:00,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni,111,Tilen Medved,V,Osnove naravoslovja in tehnologije,,,,,,
2024-10-16T14:15:00+00:00,2024-10-16T16:45:00+00:00,V-Logistika in planiranje oskrbovalnih verig-UNI-Redni,403,Tilen Medved,V,Logistika in planiranje oskrbovalnih verig,,,,,,
2024-11-11T17:00:00+00:00,2024-11-11T21:05:00+00:00,Konzultacije-Management proizvodnega sistema - vaje-VS-Izredni,MS Teams,Tilen Medved,Konzultacije *  vaj,Management proizvodnega sistema -,,,,,,
2024-10-28T08:00:00+00:00,2024-10-28T10:30:00+00:00,V-Fiziologija dela-MAG-Redni,411,Tilen Medved,V,Fiziologija dela,,,,,,
2024-10-30T08:00:00+00:00,2024-10-30T10:30:00+00:00,V-Fiziologija dela-MAG-Redni,403,Tilen Medved,V,Fiziologija dela,,,,,,
2024-11-06T08:00:00+00:00,2024-11-06T10:30:00+00:00,V-Logistika in planiranje oskrbovalnih verig-UNI-Redni,403,Tilen Medved,V,Logistika in planiranje oskrbovalnih verig,,,,,,
2024-10-29T08:00:00+00:00,2024-10-29T10:30:00+00:00,V-Fiziologija dela-MAG-Redni,MS Teams,Tilen Medved,V,Fiziologija dela,,,,,,
2024-10-24T08:00:00+00:00,2024-10-24T10:30:00+00:00,V-Fiziologija dela-MAG-Redni,411,Tilen Medved,V,Fiziologija dela,,,,,,
2025-01-15T08:00:00+00:00,2025-01-15T10:30:00+00:00,V-Design inženirskih sistemov-MAG-Redni,411,Tilen Medved,V,Design inženirskih sistemov,,,,,,
2024-12-04T08:00:00+00:00,2024-12-04T10:30:00+00:00,V-Management proizvodnega sistema-VS-Redni,402,Tilen Medved,V,Management proizvodnega sistema,,,,,,
2024-12-12T08:00:00+00:00,2024-12-12T10:30:00+00:00,V-Management proizvodnega sistema-VS-Redni,402,Tilen Medved,V,Management proizvodnega sistema,,,,,,
